                    ************************************************************************************************
                    *  Z= 43 A=100: Positive-Parity Spin-dependent Level Density [MeV-1] for Tc100 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
 150.00  3.087  2.50E+28 2.28E+27 6.01E+28 1.63E+25 1.66E+25 4.89E+25 4.86E+25 8.00E+25 7.86E+25 1.09E+26 1.06E+26 1.24E+26 1.13E+26 1.33E+26 1.19E+26 1.27E+26 1.18E+26 1.17E+26 1.07E+26 1.04E+26 9.26E+25 8.87E+25 7.85E+25 7.11E+25 6.11E+25 5.68E+25 4.58E+25 4.13E+25 3.34E+25 3.04E+25 2.36E+25 2.00E+25 1.56E+25
 160.00  3.188  2.61E+29 2.36E+28 6.25E+29 1.64E+26 1.67E+26 4.92E+26 4.89E+26 8.06E+26 7.91E+26 1.10E+27 1.07E+27 1.25E+27 1.14E+27 1.35E+27 1.21E+27 1.30E+27 1.21E+27 1.20E+27 1.11E+27 1.08E+27 9.61E+26 9.26E+26 8.22E+26 7.49E+26 6.46E+26 6.04E+26 4.91E+26 4.44E+26 3.62E+26 3.31E+26 2.59E+26 2.21E+26 1.74E+26
 170.00  3.287  2.55E+30 2.29E+29 6.11E+30 1.55E+27 1.58E+27 4.66E+27 4.62E+27 7.62E+27 7.50E+27 1.04E+28 1.01E+28 1.19E+28 1.09E+28 1.29E+28 1.16E+28 1.25E+28 1.16E+28 1.16E+28 1.07E+28 1.05E+28 9.36E+27 9.05E+27 8.08E+27 7.39E+27 6.40E+27 6.01E+27 4.92E+27 4.47E+27 3.66E+27 3.36E+27 2.66E+27 2.29E+27 1.80E+27
 180.00  3.382  2.35E+31 2.10E+30 5.63E+31 1.39E+28 1.41E+28 4.16E+28 4.14E+28 6.83E+28 6.71E+28 9.29E+28 9.06E+28 1.07E+29 9.81E+28 1.16E+29 1.05E+29 1.13E+29 1.05E+29 1.05E+29 9.77E+28 9.59E+28 8.60E+28 8.36E+28 7.47E+28 6.88E+28 5.98E+28 5.63E+28 4.63E+28 4.23E+28 3.48E+28 3.21E+28 2.55E+28 2.21E+28 1.76E+28
 190.00  3.474  2.04E+32 1.80E+31 4.86E+32 1.17E+29 1.18E+29 3.50E+29 3.47E+29 5.74E+29 5.64E+29 7.81E+29 7.62E+29 9.01E+29 8.28E+29 9.80E+29 8.87E+29 9.59E+29 8.96E+29 8.98E+29 8.35E+29 8.23E+29 7.41E+29 7.22E+29 6.46E+29 5.97E+29 5.22E+29 4.93E+29 4.08E+29 3.74E+29 3.10E+29 2.87E+29 2.29E+29 1.99E+29 1.59E+29
 200.00  3.565  1.41E+33 1.21E+32 3.26E+33 7.66E+29 7.75E+29 2.30E+30 2.27E+30 3.76E+30 3.70E+30 5.13E+30 5.01E+30 5.93E+30 5.46E+30 6.46E+30 5.87E+30 6.35E+30 5.95E+30 5.98E+30 5.57E+30 5.50E+30 4.96E+30 4.85E+30 4.35E+30 4.04E+30 3.54E+30 3.35E+30 2.79E+30 2.56E+30 2.13E+30 1.98E+30 1.59E+30 1.39E+30 1.12E+30

                    ************************************************************************************************
                    *  Z= 43 A=100: Negative-Parity Spin-dependent Level Density [MeV-1] for Tc100 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.126  5.51E+00 2.20E+01 1.72E+02 4.00E+00 1.31E+00 2.77E+00 2.28E+00 2.35E+00 1.63E+00 1.94E+00 9.11E-01 6.35E-01 3.59E-01 8.41E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.178  1.47E+01 3.67E+01 3.01E+02 4.36E+00 2.04E+00 4.80E+00 5.74E+00 4.31E+00 3.07E+00 3.27E+00 1.16E+00 1.05E+00 5.39E-01 3.52E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.218  2.75E+01 5.11E+01 4.48E+02 5.26E+00 3.35E+00 1.08E+01 1.10E+01 8.21E+00 7.65E+00 5.70E+00 1.90E+00 1.79E+00 6.92E-01 5.29E-01 8.09E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.252  4.83E+01 8.33E+01 7.52E+02 5.10E+00 5.70E+00 1.56E+01 1.42E+01 1.48E+01 1.23E+01 9.80E+00 5.19E+00 2.99E+00 1.04E+00 8.38E-01 3.40E-01 7.95E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.282  7.83E+01 1.20E+02 1.15E+03 6.58E+00 7.88E+00 2.22E+01 1.94E+01 2.18E+01 1.79E+01 1.63E+01 9.59E+00 6.18E+00 1.32E+00 1.68E+00 5.91E-01 3.35E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.309  1.28E+02 1.99E+02 1.85E+03 9.14E+00 1.06E+01 3.10E+01 2.77E+01 3.08E+01 2.59E+01 2.28E+01 1.50E+01 1.13E+01 3.07E+00 2.45E+00 8.36E-01 5.05E-01 7.71E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.333  2.11E+02 3.32E+02 3.10E+03 1.24E+01 1.53E+01 4.41E+01 4.37E+01 4.59E+01 3.77E+01 3.33E+01 2.21E+01 1.95E+01 7.35E+00 4.62E+00 1.07E+00 8.02E-01 3.25E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.356  3.30E+02 4.77E+02 4.61E+03 2.43E+01 2.72E+01 7.45E+01 7.40E+01 7.52E+01 6.30E+01 5.14E+01 3.29E+01 2.86E+01 1.35E+01 9.07E+00 1.69E+00 1.61E+00 5.67E-01 7.51E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.378  5.07E+02 7.06E+02 7.00E+03 4.17E+01 4.08E+01 1.03E+02 1.06E+02 1.20E+02 1.01E+02 8.41E+01 5.13E+01 4.15E+01 2.16E+01 1.61E+01 4.25E+00 2.35E+00 8.04E-01 3.17E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.399  7.69E+02 1.05E+03 1.06E+04 5.37E+01 5.66E+01 1.43E+02 1.42E+02 1.75E+02 1.42E+02 1.34E+02 8.49E+01 6.31E+01 3.18E+01 2.37E+01 8.28E+00 4.45E+00 1.03E+00 5.53E-01 1.47E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.418  1.15E+03 1.52E+03 1.58E+04 7.17E+01 8.04E+01 2.09E+02 1.96E+02 2.47E+02 2.02E+02 1.92E+02 1.35E+02 1.01E+02 4.75E+01 3.70E+01 1.40E+01 8.75E+00 1.63E+00 1.00E+00 4.75E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.437  1.72E+03 2.29E+03 2.40E+04 9.99E+01 1.15E+02 2.92E+02 2.64E+02 3.48E+02 2.90E+02 2.71E+02 1.97E+02 1.56E+02 7.89E+01 5.72E+01 2.19E+01 1.55E+01 4.11E+00 1.89E+00 6.14E-01 1.43E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.454  2.55E+03 3.31E+03 3.52E+04 1.59E+02 1.72E+02 4.46E+02 4.14E+02 5.07E+02 4.27E+02 3.96E+02 2.85E+02 2.34E+02 1.28E+02 9.20E+01 3.40E+01 2.28E+01 8.01E+00 3.20E+00 9.98E-01 4.65E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.472  3.74E+03 4.76E+03 5.11E+04 2.29E+02 2.49E+02 6.61E+02 6.16E+02 7.64E+02 6.52E+02 5.77E+02 4.22E+02 3.45E+02 1.91E+02 1.50E+02 5.64E+01 3.45E+01 1.36E+01 6.36E+00 1.33E+00 6.01E-01 7.02E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.488  5.48E+03 6.95E+03 7.54E+04 3.14E+02 3.33E+02 8.88E+02 8.48E+02 1.08E+03 9.30E+02 8.81E+02 6.18E+02 5.00E+02 2.84E+02 2.23E+02 9.19E+01 5.33E+01 2.12E+01 1.11E+01 2.41E+00 1.08E+00 2.97E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.504  7.93E+03 9.79E+03 1.08E+05 4.26E+02 4.60E+02 1.21E+03 1.18E+03 1.49E+03 1.28E+03 1.28E+03 9.11E+02 7.38E+02 4.21E+02 3.27E+02 1.43E+02 8.87E+01 3.21E+01 1.78E+01 5.70E+00 1.86E+00 5.20E-01 6.89E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.520  1.14E+04 1.39E+04 1.55E+05 5.62E+02 6.36E+02 1.67E+03 1.59E+03 2.04E+03 1.78E+03 1.75E+03 1.30E+03 1.10E+03 6.17E+02 4.81E+02 2.15E+02 1.50E+02 5.29E+01 2.72E+01 1.09E+01 3.40E+00 8.08E-01 2.92E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.535  1.64E+04 1.98E+04 2.23E+05 7.59E+02 8.71E+02 2.30E+03 2.16E+03 2.81E+03 2.48E+03 2.44E+03 1.82E+03 1.59E+03 9.20E+02 7.07E+02 3.19E+02 2.27E+02 9.02E+01 4.22E+01 1.68E+01 6.81E+00 1.34E+00 5.78E-01 6.76E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.549  2.32E+04 2.74E+04 3.13E+05 1.08E+03 1.22E+03 3.25E+03 3.07E+03 3.97E+03 3.53E+03 3.40E+03 2.57E+03 2.24E+03 1.34E+03 1.08E+03 4.85E+02 3.37E+02 1.41E+02 6.84E+01 2.60E+01 1.17E+01 2.44E+00 1.01E+00 2.86E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.564  3.27E+04 3.80E+04 4.39E+05 1.51E+03 1.68E+03 4.51E+03 4.29E+03 5.53E+03 4.94E+03 4.75E+03 3.61E+03 3.16E+03 1.92E+03 1.61E+03 7.33E+02 5.01E+02 2.18E+02 1.10E+02 4.11E+01 1.93E+01 4.45E+00 1.57E+00 5.02E-01 3.32E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.591  6.88E+04 7.22E+04 8.53E+05 2.72E+03 3.00E+03 8.05E+03 7.76E+03 9.98E+03 8.96E+03 9.14E+03 6.97E+03 6.16E+03 3.84E+03 3.19E+03 1.59E+03 1.11E+03 4.87E+02 2.66E+02 1.12E+02 4.53E+01 1.41E+01 5.10E+00 9.71E-01 2.79E-01 3.27E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.617  1.35E+05 1.33E+05 1.61E+06 4.73E+03 5.21E+03 1.40E+04 1.36E+04 1.78E+04 1.60E+04 1.66E+04 1.28E+04 1.18E+04 7.57E+03 6.28E+03 3.21E+03 2.34E+03 1.10E+03 6.01E+02 2.58E+02 1.21E+02 3.53E+01 1.50E+01 2.44E+00 8.24E-01 2.43E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.643  2.55E+05 2.39E+05 2.96E+06 8.17E+03 9.01E+03 2.44E+04 2.36E+04 3.18E+04 2.88E+04 2.97E+04 2.34E+04 2.16E+04 1.41E+04 1.23E+04 6.48E+03 4.76E+03 2.37E+03 1.38E+03 5.97E+02 2.83E+02 9.40E+01 3.44E+01 1.11E+01 2.30E+00 4.78E-01 6.33E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.667  4.65E+05 4.19E+05 5.30E+06 1.36E+04 1.50E+04 4.10E+04 3.97E+04 5.37E+04 4.89E+04 5.15E+04 4.14E+04 3.86E+04 2.58E+04 2.28E+04 1.26E+04 9.55E+03 4.87E+03 2.88E+03 1.40E+03 6.49E+02 2.27E+02 9.04E+01 2.63E+01 8.36E+00 1.08E+00 5.33E-01 3.12E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.690  8.24E+05 7.18E+05 9.25E+06 2.25E+04 2.45E+04 6.73E+04 6.56E+04 8.86E+04 8.12E+04 8.68E+04 7.05E+04 6.71E+04 4.64E+04 4.12E+04 2.33E+04 1.80E+04 9.69E+03 5.89E+03 2.90E+03 1.51E+03 5.30E+02 2.29E+02 6.68E+01 2.21E+01 5.72E+00 1.39E+00 2.63E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.713  1.42E+06 1.20E+06 1.58E+07 3.59E+04 3.93E+04 1.08E+05 1.05E+05 1.44E+05 1.33E+05 1.44E+05 1.18E+05 1.13E+05 7.96E+04 7.23E+04 4.21E+04 3.31E+04 1.84E+04 1.17E+04 5.94E+03 3.14E+03 1.23E+03 5.24E+02 1.79E+02 5.33E+01 1.63E+01 3.67E+00 6.56E-01 6.06E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.735  2.40E+06 1.95E+06 2.63E+07 5.60E+04 6.10E+04 1.69E+05 1.64E+05 2.28E+05 2.10E+05 2.31E+05 1.91E+05 1.87E+05 1.33E+05 1.22E+05 7.34E+04 5.98E+04 3.40E+04 2.22E+04 1.19E+04 6.42E+03 2.64E+03 1.21E+03 4.25E+02 1.42E+02 3.86E+01 1.30E+01 1.28E+00 5.11E-01 2.99E-02 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.756  3.94E+06 3.09E+06 4.26E+07 8.58E+04 9.30E+04 2.58E+05 2.52E+05 3.51E+05 3.25E+05 3.61E+05 3.01E+05 3.00E+05 2.18E+05 2.02E+05 1.25E+05 1.03E+05 6.09E+04 4.09E+04 2.27E+04 1.30E+04 5.51E+03 2.62E+03 9.79E+02 3.33E+02 1.10E+02 2.93E+01 6.57E+00 1.39E+00 2.23E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.777  6.33E+06 4.79E+06 6.75E+07 1.28E+05 1.39E+05 3.84E+05 3.76E+05 5.29E+05 4.92E+05 5.53E+05 4.64E+05 4.67E+05 3.45E+05 3.26E+05 2.06E+05 1.73E+05 1.05E+05 7.27E+04 4.14E+04 2.45E+04 1.10E+04 5.45E+03 2.14E+03 7.78E+02 2.66E+02 7.18E+01 1.81E+01 4.43E+00 7.02E-01 8.72E-02 1.00E-30 1.00E-30 1.00E-30
  10.00  0.797  9.94E+06 7.22E+06 1.04E+08 1.85E+05 1.99E+05 5.53E+05 5.43E+05 7.71E+05 7.19E+05 8.17E+05 6.94E+05 7.07E+05 5.28E+05 5.07E+05 3.27E+05 2.80E+05 1.74E+05 1.24E+05 7.28E+04 4.44E+04 2.09E+04 1.08E+04 4.51E+03 1.72E+03 6.29E+02 1.82E+02 4.68E+01 1.17E+01 2.77E+00 6.50E-01 1.00E-30 1.00E-30 1.00E-30
  11.00  0.836  2.55E+07 1.56E+07 2.35E+08 3.67E+05 3.93E+05 1.10E+06 1.08E+06 1.56E+06 1.47E+06 1.70E+06 1.47E+06 1.53E+06 1.18E+06 1.16E+06 7.80E+05 6.90E+05 4.49E+05 3.35E+05 2.09E+05 1.36E+05 6.93E+04 3.90E+04 1.79E+04 7.70E+03 3.10E+03 1.04E+03 2.89E+02 8.18E+01 1.36E+01 4.11E+00 4.25E-01 1.06E-01 1.00E-30
  12.00  0.873  5.67E+07 3.11E+07 4.89E+08 6.76E+05 7.21E+05 2.03E+06 1.99E+06 2.92E+06 2.76E+06 3.25E+06 2.84E+06 3.03E+06 2.39E+06 2.40E+06 1.68E+06 1.54E+06 1.04E+06 8.15E+05 5.32E+05 3.66E+05 2.01E+05 1.22E+05 6.05E+04 2.89E+04 1.28E+04 4.92E+03 1.54E+03 4.97E+02 9.67E+01 2.85E+01 3.12E+00 9.03E-01 1.03E-01
  13.00  0.909  1.15E+08 5.80E+07 9.48E+08 1.17E+06 1.24E+06 3.50E+06 3.44E+06 5.09E+06 4.82E+06 5.79E+06 5.09E+06 5.55E+06 4.45E+06 4.56E+06 3.31E+06 3.11E+06 2.19E+06 1.79E+06 1.21E+06 8.84E+05 5.15E+05 3.33E+05 1.79E+05 9.30E+04 4.54E+04 1.93E+04 6.99E+03 2.49E+03 6.09E+02 1.73E+02 2.72E+01 5.51E+00 5.82E-01
  14.00  0.943  2.17E+08 1.02E+08 1.73E+09 1.92E+06 2.03E+06 5.75E+06 5.66E+06 8.43E+06 8.00E+06 9.73E+06 8.61E+06 9.53E+06 7.76E+06 8.08E+06 6.03E+06 5.78E+06 4.20E+06 3.57E+06 2.51E+06 1.92E+06 1.18E+06 8.13E+05 4.65E+05 2.63E+05 1.38E+05 6.50E+04 2.65E+04 1.06E+04 3.02E+03 9.99E+02 1.74E+02 4.49E+01 4.32E+00
  15.00  0.976  3.87E+08 1.71E+08 2.99E+09 3.03E+06 3.20E+06 9.10E+06 8.96E+06 1.34E+07 1.27E+07 1.56E+07 1.39E+07 1.55E+07 1.28E+07 1.35E+07 1.03E+07 1.01E+07 7.49E+06 6.58E+06 4.77E+06 3.81E+06 2.46E+06 1.79E+06 1.08E+06 6.58E+05 3.69E+05 1.91E+05 8.56E+04 3.83E+04 1.25E+04 4.73E+03 9.84E+02 2.71E+02 4.24E+01
  16.00  1.008  6.63E+08 2.76E+08 4.99E+09 4.69E+06 4.93E+06 1.41E+07 1.38E+07 2.09E+07 1.98E+07 2.44E+07 2.18E+07 2.45E+07 2.04E+07 2.17E+07 1.68E+07 1.66E+07 1.26E+07 1.13E+07 8.43E+06 6.99E+06 4.68E+06 3.57E+06 2.26E+06 1.48E+06 8.80E+05 4.94E+05 2.41E+05 1.19E+05 4.40E+04 1.85E+04 4.69E+03 1.43E+03 2.66E+02
  17.00  1.039  1.10E+09 4.36E+08 8.06E+09 7.16E+06 7.52E+06 2.15E+07 2.11E+07 3.19E+07 3.03E+07 3.75E+07 3.36E+07 3.78E+07 3.17E+07 3.39E+07 2.64E+07 2.65E+07 2.03E+07 1.86E+07 1.41E+07 1.20E+07 8.29E+06 6.57E+06 4.34E+06 3.02E+06 1.89E+06 1.15E+06 6.02E+05 3.24E+05 1.33E+05 6.24E+04 1.84E+04 6.55E+03 1.42E+03
  18.00  1.069  1.78E+09 6.77E+08 1.27E+10 1.08E+07 1.14E+07 3.25E+07 3.19E+07 4.84E+07 4.60E+07 5.70E+07 5.12E+07 5.78E+07 4.86E+07 5.20E+07 4.08E+07 4.11E+07 3.19E+07 2.94E+07 2.26E+07 1.96E+07 1.39E+07 1.13E+07 7.76E+06 5.66E+06 3.69E+06 2.41E+06 1.35E+06 7.88E+05 3.55E+05 1.83E+05 6.14E+04 2.47E+04 6.46E+03
  19.00  1.099  2.82E+09 1.04E+09 1.99E+10 1.64E+07 1.72E+07 4.89E+07 4.81E+07 7.32E+07 6.95E+07 8.63E+07 7.76E+07 8.77E+07 7.39E+07 7.93E+07 6.24E+07 6.31E+07 4.90E+07 4.56E+07 3.53E+07 3.10E+07 2.23E+07 1.87E+07 1.31E+07 9.93E+06 6.70E+06 4.62E+06 2.74E+06 1.72E+06 8.46E+05 4.73E+05 1.79E+05 8.00E+04 2.44E+04
  20.00  1.127  4.40E+09 1.58E+09 3.06E+10 2.46E+07 2.57E+07 7.35E+07 7.23E+07 1.10E+08 1.05E+08 1.30E+08 1.17E+08 1.33E+08 1.12E+08 1.20E+08 9.48E+07 9.60E+07 7.47E+07 6.98E+07 5.42E+07 4.80E+07 3.48E+07 2.94E+07 2.09E+07 1.63E+07 1.13E+07 8.09E+06 5.00E+06 3.33E+06 1.75E+06 1.05E+06 4.38E+05 2.16E+05 7.44E+04
  22.50  1.196  1.57E+10 4.51E+09 8.86E+10 6.84E+07 7.12E+07 2.05E+08 2.01E+08 3.06E+08 2.92E+08 3.63E+08 3.28E+08 3.72E+08 3.15E+08 3.39E+08 2.68E+08 2.72E+08 2.14E+08 2.01E+08 1.57E+08 1.39E+08 1.02E+08 8.77E+07 6.35E+07 5.12E+07 3.67E+07 2.82E+07 1.87E+07 1.39E+07 8.31E+06 5.82E+06 2.97E+06 1.80E+06 8.04E+05
  25.00  1.260  4.81E+10 1.30E+10 2.57E+11 1.96E+08 2.03E+08 5.87E+08 5.76E+08 8.73E+08 8.33E+08 1.04E+09 9.36E+08 1.06E+09 9.02E+08 9.70E+08 7.71E+08 7.82E+08 6.17E+08 5.77E+08 4.52E+08 4.03E+08 2.97E+08 2.55E+08 1.86E+08 1.50E+08 1.09E+08 8.50E+07 5.77E+07 4.47E+07 2.83E+07 2.14E+07 1.23E+07 8.48E+06 4.50E+06
  30.00  1.381  6.16E+11 1.14E+11 2.25E+12 1.69E+09 1.75E+09 5.06E+09 4.98E+09 7.58E+09 7.26E+09 9.01E+09 8.17E+09 9.28E+09 7.92E+09 8.50E+09 6.77E+09 6.88E+09 5.46E+09 5.07E+09 4.00E+09 3.54E+09 2.62E+09 2.24E+09 1.64E+09 1.32E+09 9.61E+08 7.47E+08 5.13E+08 3.97E+08 2.57E+08 1.99E+08 1.21E+08 9.05E+07 5.48E+07
  40.00  1.594  8.57E+13 8.51E+12 1.75E+14 1.17E+11 1.20E+11 3.50E+11 3.44E+11 5.30E+11 5.08E+11 6.38E+11 5.89E+11 6.74E+11 5.81E+11 6.35E+11 5.15E+11 5.29E+11 4.28E+11 4.04E+11 3.26E+11 2.92E+11 2.22E+11 1.91E+11 1.44E+11 1.16E+11 8.62E+10 6.64E+10 4.65E+10 3.55E+10 2.33E+10 1.76E+10 1.08E+10 7.91E+09 4.80E+09
  50.00  1.782  4.13E+15 4.05E+14 8.76E+15 5.07E+12 5.19E+12 1.52E+13 1.50E+13 2.32E+13 2.24E+13 2.85E+13 2.65E+13 3.06E+13 2.68E+13 2.96E+13 2.45E+13 2.54E+13 2.11E+13 2.02E+13 1.67E+13 1.52E+13 1.19E+13 1.05E+13 8.14E+12 6.72E+12 5.15E+12 4.11E+12 2.98E+12 2.35E+12 1.61E+12 1.25E+12 8.02E+11 6.00E+11 3.80E+11
  60.00  1.952  2.21E+17 2.17E+16 4.95E+17 2.24E+14 2.29E+14 6.70E+14 6.63E+14 1.09E+15 1.05E+15 1.45E+15 1.39E+15 1.56E+15 1.35E+15 1.56E+15 1.32E+15 1.34E+15 1.20E+15 1.09E+15 9.62E+14 8.62E+14 7.17E+14 6.37E+14 5.26E+14 4.29E+14 3.39E+14 2.89E+14 2.07E+14 1.68E+14 1.20E+14 9.98E+13 6.69E+13 4.97E+13 3.30E+13
  70.00  2.109  6.73E+18 6.51E+17 1.53E+19 6.33E+15 6.46E+15 1.90E+16 1.88E+16 3.08E+16 3.00E+16 4.14E+16 3.96E+16 4.48E+16 3.93E+16 4.55E+16 3.90E+16 4.00E+16 3.59E+16 3.32E+16 2.96E+16 2.69E+16 2.28E+16 2.04E+16 1.72E+16 1.43E+16 1.15E+16 9.98E+15 7.34E+15 6.06E+15 4.44E+15 3.79E+15 2.61E+15 1.99E+15 1.37E+15
  80.00  2.255  1.66E+20 1.60E+19 3.83E+20 1.47E+17 1.50E+17 4.40E+17 4.35E+17 7.16E+17 6.97E+17 9.62E+17 9.25E+17 1.05E+18 9.32E+17 1.09E+18 9.35E+17 9.69E+17 8.77E+17 8.22E+17 7.35E+17 6.77E+17 5.79E+17 5.27E+17 4.48E+17 3.79E+17 3.09E+17 2.72E+17 2.04E+17 1.71E+17 1.28E+17 1.10E+17 7.84E+16 6.10E+16 4.33E+16
  90.00  2.391  3.46E+21 3.30E+20 8.07E+21 2.91E+18 2.96E+18 8.68E+18 8.61E+18 1.41E+19 1.38E+19 1.90E+19 1.84E+19 2.10E+19 1.87E+19 2.18E+19 1.90E+19 1.98E+19 1.80E+19 1.71E+19 1.54E+19 1.43E+19 1.23E+19 1.13E+19 9.72E+18 8.35E+18 6.88E+18 6.12E+18 4.67E+18 3.98E+18 3.04E+18 2.63E+18 1.91E+18 1.52E+18 1.09E+18
 100.00  2.521  6.24E+22 5.89E+21 1.47E+23 4.97E+19 5.07E+19 1.49E+20 1.48E+20 2.43E+20 2.38E+20 3.29E+20 3.17E+20 3.66E+20 3.26E+20 3.82E+20 3.34E+20 3.50E+20 3.20E+20 3.06E+20 2.76E+20 2.60E+20 2.26E+20 2.10E+20 1.81E+20 1.57E+20 1.31E+20 1.18E+20 9.08E+19 7.85E+19 6.06E+19 5.34E+19 3.92E+19 3.15E+19 2.32E+19
