##
## Parameters for 188Os
##
## Level density
##
ggr              74 186   2.290 E1
sgradjust        74 186   1.000 E1
egradjust        74 186   1.000 E1
ggradjust        74 186   1.000 E1
upbendc          74 186 3.50000E-08 M1
sgr              74 186 334.000 E1 2
egr              74 186  14.880 E1 2
ggr              74 186   5.180 E1 2
sgradjust        74 186   1.000 E1 2
egradjust        74 186   1.000 E1 2
ggradjust        74 186   1.000 E1 2
sgr              74 186   2.336 M1
egr              74 186   7.534 M1
ggr              74 186   4.000 M1
sgradjust        74 186   1.000 M1
egradjust        74 186   1.000 M1
ggradjust        74 186   1.000 M1
sgr              74 186   0.382 E2
egr              74 186  11.037 E2
ggr              74 186   3.878 E2
sgradjust        74 186   1.000 E2
egradjust        74 186   1.000 E2
ggradjust        74 186   1.000 E2
upbendc          74 186 0.00000E+00 M2
sgr              74 186   0.002 M2
egr              74 186   7.534 M2
ggr              74 186   4.000 M2
sgradjust        74 186   1.000 M2
egradjust        74 186   1.000 M2
ggradjust        74 186   1.000 M2
##--------------------------------------------
##
## Parameters for 184Ta
##
## Level density
##
a                73 184  23.77393
aadjust          73 184   1.00000
gammald          73 184   0.07614
pair             73 184   0.00000
Pshift           73 184   0.00000   0
Pshiftadjust     73 184   0.00000   0
deltaW           73 184   1.38856   0
Ntop             73 184  30   0
Nlow             73 184   2   0
s2adjust         73 184   1.00000   0
ctable           73 184   0.00000   0
ptable           73 184   0.32105   0
ctableadjust     73 184   0.00000   0
ptableadjust     73 184   0.00000   0
g                73 184  12.26667
gp               73 184   4.86667
gn               73 184   7.40000
gnadjust         73 184   1.00000
gpadjust         73 184   1.00000
gadjust          73 184   1.00000
##
## Gamma-ray
##
gamgam           73 184   0.06600
gamgamadjust     73 184   1.00000
sgr              73 184 493.965 E1
egr              73 184  14.123 E1
ggr              73 184   4.086 E1
sgradjust        73 184   1.000 E1
egradjust        73 184   1.000 E1
ggradjust        73 184   1.000 E1
upbendc          73 184 3.50000E-08 M1
sgr              73 184   2.315 M1
egr              73 184   7.547 M1
ggr              73 184   4.000 M1
sgradjust        73 184   1.000 M1
